peptide_id	target_name	target_role	target_uniprot	iptm_best	iptm_mean	iptm_std	ptm_best	iface_pae_best	n_samples	sec	is_shuffled	shuffle_k	err
280_556_268	FPR1	receptor	P21462	0.433	0.426	0.004	0.714	20.62	5	3.7	0	-1	
280_556_268	FPR2	receptor	P25090	0.521	0.456	0.118	0.752	19.17	5	3.6	0	-1	
280_556_268	TLR2	receptor	O60603	0.35	0.337	0.009	0.838	23.19	5	7.4	0	-1	
280_556_268	IL10RA	receptor	Q13651	0.1	0.093	0.007	0.718	27.86	5	2.0	0	-1	
280_556_268	GLP1R	receptor	P43220	0.18	0.161	0.017	0.527	22.56	5	1.4	0	-1	
280_556_268	GPR35	receptor	Q9HC97	0.391	0.318	0.059	0.683	27.08	5	3.0	0	-1	
280_556_268	ITGA4	receptor	P13612	0.309	0.252	0.077	0.598	27.97	5	16.4	0	-1	
280_556_268	ITGB7	receptor	P26010	0.226	0.193	0.021	0.565	29.05	5	10.7	0	-1	
280_556_268	CCR6	receptor	P51684	0.203	0.172	0.02	0.62	26.94	5	4.0	0	-1	
280_556_268	TNFRSF1B	receptor	P20333	0.204	0.182	0.025	0.523	25.59	5	2.2	0	-1	
280_556_268	IL6R	receptor	P08887	0.183	0.16	0.015	0.636	26.87	5	3.6	0	-1	
280_556_268	CXCR4	receptor	P61073	0.495	0.395	0.119	0.714	19.87	5	3.7	0	-1	
280_556_268	IL7R	receptor	P16871	0.306	0.246	0.044	0.733	21.8	5	1.9	0	-1	
280_556_268	INSR	decoy	P06213	0.245	0.201	0.032	0.528	28.6	5	10.3	0	-1	
280_556_268	EPOR	decoy	P19235	0.088	0.076	0.01	0.712	27.69	5	2.1	0	-1	
280_556_268	GHR	decoy	P10912	0.224	0.187	0.024	0.615	25.01	5	2.4	0	-1	
280_556_268	LGR4	decoy	Q9BXB1	0.305	0.205	0.068	0.728	25.36	5	6.4	0	-1	
280_556_268	GCGR	decoy	P47871	0.142	0.13	0.007	0.491	22.94	5	1.4	0	-1	
280_556_268	PTHR1	decoy	Q03431	0.189	0.17	0.013	0.428	24.48	5	1.6	0	-1	
280_556_268	ADRB2	decoy	P07550	0.408	0.272	0.069	0.643	24.96	5	4.4	0	-1	
280_556_268	DRD2	decoy	P14416	0.574	0.482	0.165	0.542	27.63	5	4.5	0	-1	
280_556_268	ITGAV	decoy	P06756	0.207	0.186	0.034	0.62	29.25	5	18.0	0	-1	
280_556_268	ITGB3	decoy	P05106	0.184	0.177	0.008	0.597	29.04	5	10.5	0	-1	
090_252_869	IL23R	receptor	Q5VWK5	0.226	0.204	0.025	0.705	26.27	5	2.8	0	-1	
090_252_869	EGFR	receptor	P00533	0.34	0.304	0.023	0.572	27.25	5	8.0	0	-1	
090_252_869	FPR1	receptor	P21462	0.373	0.35	0.024	0.773	20.75	5	3.0	0	-1	
090_252_869	FPR2	receptor	P25090	0.42	0.337	0.062	0.807	20.47	5	3.1	0	-1	
090_252_869	TLR2	receptor	O60603	0.365	0.346	0.024	0.869	23.32	5	6.7	0	-1	
090_252_869	IL10RA	receptor	Q13651	0.279	0.222	0.068	0.823	21.68	5	1.7	0	-1	
090_252_869	GLP1R	receptor	P43220	0.198	0.185	0.009	0.595	20.11	5	1.2	0	-1	
090_252_869	GPR35	receptor	Q9HC97	0.122	0.105	0.013	0.777	28.22	5	2.7	0	-1	
277_230_793	EGFR	receptor	P00533	0.195	0.179	0.011	0.538	29.04	5	9.8	0	-1	
277_230_793	ITGA4	receptor	P13612	0.183	0.165	0.02	0.589	30.08	5	17.0	0	-1	
277_230_793	INSR	decoy	P06213	0.11	0.105	0.004	0.503	31.01	5	10.9	0	-1	
277_230_793	ITGAV	decoy	P06756	0.155	0.142	0.014	0.615	30.35	5	19.1	0	-1	
245_233_686	TLR2	receptor	O60603	0.301	0.265	0.021	0.827	24.93	5	7.6	0	-1	
245_233_686	CXCR4	receptor	P61073	0.233	0.214	0.017	0.691	25.28	5	3.7	0	-1	
245_233_686	DRD2	decoy	P14416	0.159	0.15	0.009	0.55	27.53	5	4.5	0	-1	
272_990_998	EGFR	receptor	P00533	0.219	0.187	0.018	0.538	27.05	5	8.9	0	-1	
272_990_998	CCR6	receptor	P51684	0.126	0.109	0.013	0.583	28.12	5	3.9	0	-1	
272_990_998	DRD2	decoy	P14416	0.127	0.111	0.012	0.525	28.95	5	5.1	0	-1	
268_960_148	TLR2	receptor	O60603	0.241	0.226	0.013	0.818	26.1	5	7.7	0	-1	
268_960_148	INSR	decoy	P06213	0.12	0.108	0.009	0.503	30.93	5	11.4	0	-1	
268_960_148	ITGAV	decoy	P06756	0.222	0.158	0.051	0.607	30.25	5	18.8	0	-1	
092_958_666	FPR1	receptor	P21462	0.087	0.08	0.008	0.636	29.16	5	3.8	0	-1	
092_958_666	CCR6	receptor	P51684	0.097	0.088	0.006	0.59	28.94	5	4.0	0	-1	
092_958_666	ADRB2	decoy	P07550	0.191	0.144	0.043	0.627	26.76	5	4.7	0	-1	
163_080_310	EGFR	receptor	P00533	0.227	0.209	0.013	0.563	27.19	5	8.9	0	-1	
163_080_310	ITGA4	receptor	P13612	0.293	0.276	0.026	0.609	27.78	5	18.0	0	-1	
163_080_310	INSR	decoy	P06213	0.154	0.14	0.012	0.517	29.75	5	12.0	0	-1	
163_080_310	ITGAV	decoy	P06756	0.332	0.297	0.035	0.636	26.72	5	17.5	0	-1	
092_990_882	ITGA4	receptor	P13612	0.265	0.223	0.046	0.607	28.38	5	17.8	0	-1	
092_990_882	LGR4	decoy	Q9BXB1	0.264	0.234	0.034	0.729	25.92	5	6.1	0	-1	
092_990_882	ITGB3	decoy	P05106	0.191	0.15	0.029	0.6	29.01	5	9.9	0	-1	
240_799_365	ITGB7	receptor	P26010	0.184	0.168	0.016	0.583	29.47	5	10.3	0	-1	
240_799_365	LGR4	decoy	Q9BXB1	0.213	0.201	0.009	0.712	26.82	5	6.5	0	-1	
240_799_365	ITGB3	decoy	P05106	0.154	0.138	0.015	0.598	29.86	5	10.1	0	-1	
281_962_460	FPR2	receptor	P25090	0.383	0.299	0.122	0.714	20.81	5	3.8	0	-1	
281_962_460	IL6R	receptor	P08887	0.467	0.427	0.029	0.692	19.16	5	3.8	0	-1	
281_962_460	ADRB2	decoy	P07550	0.324	0.286	0.025	0.64	22.88	5	4.7	0	-1	
091_457_993	IL23R	receptor	Q5VWK5	0.185	0.154	0.03	0.672	26.54	5	3.3	0	-1	
091_457_993	TLR2	receptor	O60603	0.282	0.24	0.024	0.84	25.33	5	7.4	0	-1	
091_457_993	CXCR4	receptor	P61073	0.256	0.191	0.04	0.654	28.96	5	3.7	0	-1	
091_457_993	DRD2	decoy	P14416	0.134	0.119	0.011	0.538	28.48	5	4.7	0	-1	
282_378_679	TLR2	receptor	O60603	0.26	0.251	0.007	0.815	25.23	5	7.7	0	-1	
282_378_679	INSR	decoy	P06213	0.197	0.133	0.034	0.509	29.62	5	11.4	0	-1	
282_378_679	ITGAV	decoy	P06756	0.323	0.279	0.045	0.634	27.28	5	18.8	0	-1	
245_759_808	ITGA4	receptor	P13612	0.295	0.278	0.02	0.608	27.73	5	18.0	0	-1	
245_759_808	LGR4	decoy	Q9BXB1	0.229	0.209	0.015	0.718	26.48	5	6.8	0	-1	
245_759_808	ITGB3	decoy	P05106	0.176	0.146	0.021	0.603	29.11	5	10.1	0	-1	
090_963_852	ITGA4	receptor	P13612	0.624	0.613	0.007	0.631	22.74	5	16.2	0	-1	
090_963_852	LGR4	decoy	Q9BXB1	0.287	0.277	0.008	0.744	24.93	5	6.1	0	-1	
090_963_852	ITGB3	decoy	P05106	0.168	0.157	0.007	0.612	29.26	5	9.9	0	-1	
271_016_088	ITGB7	receptor	P26010	0.186	0.167	0.024	0.582	29.41	5	11.6	0	-1	
271_016_088	INSR	decoy	P06213	0.287	0.25	0.022	0.515	29.27	5	11.8	0	-1	
271_016_088	ITGAV	decoy	P06756	0.303	0.291	0.01	0.635	27.75	5	18.9	0	-1	
250_893_905	ITGA4	receptor	P13612	0.332	0.3	0.017	0.603	27.62	5	16.6	0	-1	
250_893_905	CXCR4	receptor	P61073	0.211	0.192	0.016	0.683	25.96	5	3.8	0	-1	
250_893_905	DRD2	decoy	P14416	0.1	0.091	0.006	0.54	30.06	5	4.6	0	-1	
283_116_393	EGFR	receptor	P00533	0.257	0.193	0.052	0.549	28.34	5	8.8	0	-1	
283_116_393	ITGB7	receptor	P26010	0.184	0.165	0.017	0.583	29.46	5	10.3	0	-1	
283_116_393	ADRB2	decoy	P07550	0.175	0.146	0.029	0.633	26.52	5	4.7	0	-1	
160_013_028	IL23R	receptor	Q5VWK5	0.138	0.119	0.017	0.67	27.67	5	3.2	0	-1	
160_013_028	TLR2	receptor	O60603	0.221	0.214	0.014	0.823	26.8	5	7.1	0	-1	
160_013_028	INSR	decoy	P06213	0.146	0.125	0.014	0.524	30.91	5	11.5	0	-1	
160_013_028	ITGAV	decoy	P06756	0.281	0.24	0.048	0.637	28.25	5	16.7	0	-1	
185_428_454	ITGA4	receptor	P13612	0.217	0.187	0.037	0.594	29.18	5	15.6	0	-1	
185_428_454	CXCR4	receptor	P61073	0.151	0.123	0.023	0.645	28.0	5	3.9	0	-1	
185_428_454	DRD2	decoy	P14416	0.467	0.447	0.017	0.583	22.1	5	5.0	0	-1	
279_514_499	FPR2	receptor	P25090	0.258	0.199	0.07	0.759	25.19	5	3.6	0	-1	
279_514_499	CCR6	receptor	P51684	0.072	0.068	0.002	0.635	30.61	5	3.6	0	-1	
279_514_499	LGR4	decoy	Q9BXB1	0.298	0.278	0.011	0.767	24.56	5	5.9	0	-1	
279_514_499	ITGB3	decoy	P05106	0.172	0.155	0.011	0.616	29.04	5	9.7	0	-1	
277_306_595	TLR2	receptor	O60603	0.247	0.234	0.008	0.818	25.96	5	7.4	0	-1	
277_306_595	IL6R	receptor	P08887	0.34	0.326	0.008	0.675	23.57	5	3.7	0	-1	
277_306_595	ADRB2	decoy	P07550	0.221	0.166	0.035	0.62	26.8	5	4.6	0	-1	
088_140_236	EGFR	receptor	P00533	0.295	0.252	0.046	0.59	25.99	5	8.4	0	-1	
088_140_236	CCR6	receptor	P51684	0.215	0.178	0.029	0.678	26.3	5	3.7	0	-1	
088_140_236	DRD2	decoy	P14416	0.29	0.265	0.019	0.592	25.75	5	4.7	0	-1	
281_056_366	TLR2	receptor	O60603	0.339	0.292	0.037	0.838	23.54	5	7.3	0	-1	
281_056_366	IL6R	receptor	P08887	0.32	0.256	0.091	0.691	23.96	5	3.3	0	-1	
281_056_366	ADRB2	decoy	P07550	0.222	0.171	0.048	0.666	25.42	5	4.1	0	-1	
275_328_238	EGFR	receptor	P00533	0.297	0.268	0.029	0.548	26.68	5	8.2	0	-1	
275_328_238	ITGA4	receptor	P13612	0.628	0.621	0.005	0.627	23.3	5	17.1	0	-1	
275_328_238	LGR4	decoy	Q9BXB1	0.272	0.215	0.042	0.709	28.07	5	7.1	0	-1	
275_328_238	ITGB3	decoy	P05106	0.195	0.176	0.034	0.58	28.96	5	10.7	0	-1	
259_830_527	ITGA4	receptor	P13612	0.368	0.319	0.039	0.621	27.17	5	16.5	0	-1	
259_830_527	LGR4	decoy	Q9BXB1	0.284	0.272	0.013	0.762	24.48	5	6.1	0	-1	
259_830_527	ITGB3	decoy	P05106	0.196	0.162	0.019	0.615	28.71	5	9.9	0	-1	
286_121_916	ITGA4	receptor	P13612	0.514	0.507	0.005	0.622	25.16	5	16.3	0	-1	
286_121_916	ADRB2	decoy	P07550	0.151	0.14	0.013	0.678	28.31	5	4.0	0	-1	
281_517_745	IL23R	receptor	Q5VWK5	0.15	0.14	0.008	0.624	27.74	5	3.8	0	-1	
281_517_745	TLR2	receptor	O60603	0.217	0.191	0.021	0.802	26.9	5	8.3	0	-1	
281_517_745	IL6R	receptor	P08887	0.217	0.186	0.02	0.625	26.55	5	4.0	0	-1	
281_517_745	ADRB2	decoy	P07550	0.142	0.128	0.016	0.604	28.34	5	4.7	0	-1	
281_687_286	EGFR	receptor	P00533	0.191	0.169	0.015	0.545	28.45	5	9.0	0	-1	
281_687_286	CCR6	receptor	P51684	0.108	0.088	0.012	0.655	29.61	5	4.0	0	-1	
281_687_286	DRD2	decoy	P14416	0.204	0.191	0.019	0.599	27.91	5	5.0	0	-1	
277_273_517	EGFR	receptor	P00533	0.251	0.205	0.045	0.583	26.21	5	8.5	0	-1	
277_273_517	ITGB7	receptor	P26010	0.3	0.258	0.026	0.581	27.05	5	10.7	0	-1	
277_273_517	LGR4	decoy	Q9BXB1	0.305	0.276	0.019	0.731	23.77	5	6.8	0	-1	
277_273_517	ITGB3	decoy	P05106	0.329	0.266	0.062	0.615	26.33	5	10.5	0	-1	
269_063_389	TLR2	receptor	O60603	0.301	0.265	0.022	0.837	24.77	5	7.6	0	-1	
269_063_389	INSR	decoy	P06213	0.323	0.258	0.043	0.523	28.96	5	10.4	0	-1	
269_063_389	ITGAV	decoy	P06756	0.331	0.289	0.032	0.646	27.46	5	18.0	0	-1	
285_131_582	ITGA4	receptor	P13612	0.342	0.329	0.007	0.617	27.33	5	16.4	0	-1	
285_131_582	LGR4	decoy	Q9BXB1	0.305	0.283	0.012	0.758	24.08	5	6.4	0	-1	
285_131_582	ITGB3	decoy	P05106	0.212	0.183	0.034	0.614	28.57	5	10.1	0	-1	
127_099_529	ITGB7	receptor	P26010	0.265	0.225	0.032	0.599	27.89	5	10.4	0	-1	
127_099_529	ADRB2	decoy	P07550	0.181	0.148	0.027	0.673	27.69	5	4.5	0	-1	
280_957_926	EGFR	receptor	P00533	0.18	0.167	0.011	0.538	28.13	5	9.0	0	-1	
280_957_926	ITGA4	receptor	P13612	0.251	0.233	0.012	0.606	28.76	5	17.9	0	-1	
280_957_926	INSR	decoy	P06213	0.362	0.341	0.017	0.523	27.69	5	12.1	0	-1	
280_957_926	ITGAV	decoy	P06756	0.266	0.249	0.015	0.636	28.34	5	16.3	0	-1	
269_063_394	FPR1	receptor	P21462	0.136	0.11	0.024	0.641	28.14	5	4.0	0	-1	
269_063_394	ITGB7	receptor	P26010	0.277	0.25	0.023	0.591	27.89	5	11.5	0	-1	
269_063_394	INSR	decoy	P06213	0.176	0.15	0.026	0.523	29.71	5	11.5	0	-1	
269_063_394	ITGAV	decoy	P06756	0.346	0.316	0.029	0.644	27.05	5	18.9	0	-1	
275_891_730	TLR2	receptor	O60603	0.311	0.286	0.015	0.859	24.16	5	7.2	0	-1	
275_891_730	INSR	decoy	P06213	0.33	0.285	0.07	0.532	29.19	5	10.4	0	-1	
275_891_730	ITGAV	decoy	P06756	0.424	0.384	0.023	0.659	25.97	5	17.5	0	-1	
277_237_253	ITGA4	receptor	P13612	0.291	0.269	0.02	0.614	28.26	5	16.2	0	-1	
277_237_253	ADRB2	decoy	P07550	0.151	0.13	0.028	0.644	28.88	5	4.3	0	-1	
277_105_094	EGFR	receptor	P00533	0.18	0.164	0.015	0.55	28.55	5	8.7	0	-1	
277_105_094	ITGB7	receptor	P26010	0.383	0.344	0.07	0.587	27.31	5	11.7	0	-1	
277_105_094	INSR	decoy	P06213	0.337	0.31	0.015	0.528	28.76	5	11.8	0	-1	
277_105_094	ITGAV	decoy	P06756	0.249	0.235	0.013	0.636	28.66	5	19.2	0	-1	
286_567_405	ITGA4	receptor	P13612	0.477	0.443	0.028	0.631	25.38	5	16.2	0	-1	
286_567_405	ADRB2	decoy	P07550	0.325	0.31	0.015	0.722	24.31	5	4.0	0	-1	
060_753_227	EGFR	receptor	P00533	0.186	0.169	0.021	0.547	29.32	5	8.5	0	-1	
060_753_227	ITGA4	receptor	P13612	0.476	0.47	0.003	0.622	25.46	5	17.3	0	-1	
060_753_227	CXCR4	receptor	P61073	0.26	0.242	0.018	0.668	24.69	5	3.6	0	-1	
060_753_227	DRD2	decoy	P14416	0.296	0.207	0.078	0.543	28.38	5	4.9	0	-1	
257_545_250	FPR2	receptor	P25090	0.396	0.385	0.008	0.763	21.64	5	3.5	0	-1	
257_545_250	CCR6	receptor	P51684	0.206	0.16	0.047	0.616	26.54	5	3.8	0	-1	
257_545_250	DRD2	decoy	P14416	0.201	0.157	0.029	0.546	28.19	5	4.7	0	-1	
181_731_568	TLR2	receptor	O60603	0.344	0.309	0.019	0.853	23.96	5	7.1	0	-1	
181_731_568	LGR4	decoy	Q9BXB1	0.26	0.22	0.038	0.74	27.18	5	5.9	0	-1	
256_111_285	EGFR	receptor	P00533	0.23	0.187	0.04	0.543	26.82	5	8.8	0	-1	
256_111_285	IL6R	receptor	P08887	0.354	0.309	0.045	0.681	23.14	5	3.7	0	-1	
256_111_285	DRD2	decoy	P14416	0.385	0.299	0.094	0.571	23.8	5	5.0	0	-1	
093_166_231	TLR2	receptor	O60603	0.391	0.338	0.053	0.867	22.52	5	6.9	0	-1	
093_166_231	LGR4	decoy	Q9BXB1	0.498	0.46	0.041	0.797	20.47	5	5.7	0	-1	
093_166_231	ITGB3	decoy	P05106	0.274	0.25	0.023	0.636	27.63	5	9.6	0	-1	
100_579_135	ITGB7	receptor	P26010	0.234	0.197	0.051	0.6	28.51	5	9.7	0	-1	
100_579_135	DRD2	decoy	P14416	0.114	0.089	0.018	0.551	29.84	5	4.9	0	-1	
269_862_617	TLR2	receptor	O60603	0.245	0.212	0.031	0.832	26.33	5	7.2	0	-1	
269_862_617	INSR	decoy	P06213	0.242	0.23	0.009	0.532	28.08	5	11.6	0	-1	
269_862_617	ITGAV	decoy	P06756	0.289	0.279	0.006	0.634	27.98	5	16.9	0	-1	
245_610_826	TLR2	receptor	O60603	0.254	0.231	0.031	0.836	25.8	5	7.3	0	-1	
245_610_826	INSR	decoy	P06213	0.291	0.227	0.066	0.527	29.42	5	11.0	0	-1	
245_610_826	ITGB3	decoy	P05106	0.2	0.181	0.017	0.63	28.82	5	9.9	0	-1	
083_643_341	TLR2	receptor	O60603	0.54	0.528	0.007	0.858	18.06	5	7.4	0	-1	
083_643_341	INSR	decoy	P06213	0.134	0.111	0.012	0.523	30.41	5	10.3	0	-1	
083_643_341	ITGAV	decoy	P06756	0.15	0.13	0.012	0.628	30.63	5	17.9	0	-1	
255_806_848	FPR2	receptor	P25090	0.119	0.107	0.01	0.68	28.9	5	3.9	0	-1	
255_806_848	CCR6	receptor	P51684	0.144	0.119	0.025	0.59	27.57	5	4.4	0	-1	
255_806_848	DRD2	decoy	P14416	0.141	0.127	0.01	0.525	28.36	5	5.0	0	-1	
189_577_244	FPR2	receptor	P25090	0.49	0.439	0.087	0.802	18.52	5	3.1	0	-1	
189_577_244	INSR	decoy	P06213	0.173	0.132	0.021	0.544	30.27	5	10.2	0	-1	
189_577_244	ITGAV	decoy	P06756	0.249	0.205	0.033	0.645	28.84	5	17.3	0	-1	
255_812_373	TLR2	receptor	O60603	0.279	0.256	0.024	0.853	25.17	5	7.2	0	-1	
255_812_373	LGR4	decoy	Q9BXB1	0.448	0.432	0.011	0.775	21.49	5	5.9	0	-1	
255_812_373	ITGB3	decoy	P05106	0.276	0.251	0.037	0.642	27.58	5	9.8	0	-1	
260_316_781	FPR2	receptor	P25090	0.24	0.226	0.013	0.703	25.22	5	3.9	0	-1	
260_316_781	CCR6	receptor	P51684	0.3	0.277	0.013	0.655	23.76	5	4.1	0	-1	
260_316_781	ADRB2	decoy	P07550	0.203	0.195	0.008	0.636	26.71	5	4.7	0	-1	
132_966_928	IL23R	receptor	Q5VWK5	0.193	0.185	0.008	0.674	26.7	5	3.2	0	-1	
132_966_928	TLR2	receptor	O60603	0.278	0.261	0.011	0.839	25.2	5	7.3	0	-1	
132_966_928	CXCR4	receptor	P61073	0.203	0.182	0.021	0.675	26.09	5	3.6	0	-1	
132_966_928	DRD2	decoy	P14416	0.132	0.115	0.016	0.545	28.98	5	4.8	0	-1	
283_565_010	FPR1	receptor	P21462	0.183	0.143	0.039	0.677	25.75	5	3.9	0	-1	
283_565_010	ITGB7	receptor	P26010	0.23	0.197	0.053	0.588	28.13	5	11.4	0	-1	
283_565_010	INSR	decoy	P06213	0.12	0.108	0.009	0.519	30.53	5	10.7	0	-1	
283_565_010	ITGAV	decoy	P06756	0.264	0.234	0.021	0.634	28.47	5	19.0	0	-1	
285_247_805	TLR2	receptor	O60603	0.377	0.341	0.029	0.841	22.77	5	7.4	0	-1	
285_247_805	IL6R	receptor	P08887	0.389	0.346	0.05	0.677	21.93	5	3.6	0	-1	
285_247_805	ADRB2	decoy	P07550	0.225	0.202	0.024	0.65	26.38	5	4.3	0	-1	
093_167_092	IL23R	receptor	Q5VWK5	0.19	0.142	0.026	0.647	26.19	5	3.5	0	-1	
093_167_092	ITGB7	receptor	P26010	0.352	0.322	0.025	0.599	26.85	5	10.5	0	-1	
093_167_092	INSR	decoy	P06213	0.418	0.372	0.054	0.523	27.69	5	10.4	0	-1	
093_167_092	ITGAV	decoy	P06756	0.519	0.509	0.014	0.662	24.57	5	18.0	0	-1	
240_770_555	TLR2	receptor	O60603	0.241	0.228	0.014	0.822	26.02	5	7.3	0	-1	
240_770_555	LGR4	decoy	Q9BXB1	0.275	0.257	0.016	0.741	25.17	5	6.5	0	-1	
240_770_555	ITGB3	decoy	P05106	0.212	0.194	0.011	0.614	28.75	5	9.9	0	-1	
281_297_166	ITGB7	receptor	P26010	0.228	0.208	0.01	0.587	28.76	5	11.2	0	-1	
281_297_166	INSR	decoy	P06213	0.508	0.461	0.049	0.509	27.57	5	12.3	0	-1	
281_297_166	ITGAV	decoy	P06756	0.381	0.351	0.046	0.639	27.05	5	17.9	0	-1	
285_882_596	TLR2	receptor	O60603	0.275	0.262	0.01	0.819	24.79	5	7.7	0	-1	
285_882_596	IL6R	receptor	P08887	0.237	0.221	0.013	0.657	25.43	5	3.8	0	-1	
285_882_596	ADRB2	decoy	P07550	0.146	0.122	0.019	0.635	28.52	5	4.4	0	-1	
283_084_604	IL23R	receptor	Q5VWK5	0.205	0.198	0.006	0.639	26.11	5	3.8	0	-1	
283_084_604	TLR2	receptor	O60603	0.307	0.283	0.014	0.817	24.14	5	8.4	0	-1	
283_084_604	IL6R	receptor	P08887	0.323	0.31	0.012	0.652	24.05	5	4.0	0	-1	
283_084_604	ADRB2	decoy	P07550	0.243	0.214	0.017	0.628	26.21	5	4.7	0	-1	
269_205_045	EGFR	receptor	P00533	0.195	0.178	0.026	0.529	27.77	5	8.2	0	-1	
269_205_045	ITGA4	receptor	P13612	0.284	0.271	0.008	0.603	28.33	5	17.1	0	-1	
269_205_045	CXCR4	receptor	P61073	0.221	0.213	0.007	0.645	25.65	5	4.1	0	-1	
269_205_045	DRD2	decoy	P14416	0.164	0.134	0.017	0.518	28.04	5	5.3	0	-1	
268_980_410	EGFR	receptor	P00533	0.387	0.333	0.074	0.56	26.04	5	8.7	0	-1	
268_980_410	ITGA4	receptor	P13612	0.231	0.205	0.037	0.592	29.77	5	17.3	0	-1	
268_980_410	CXCR4	receptor	P61073	0.228	0.209	0.025	0.65	25.4	5	4.1	0	-1	
268_980_410	DRD2	decoy	P14416	0.102	0.087	0.011	0.516	30.01	5	5.3	0	-1	
264_638_746	TLR2	receptor	O60603	0.363	0.317	0.064	0.849	23.47	5	7.3	0	-1	
264_638_746	CXCR4	receptor	P61073	0.238	0.232	0.007	0.717	25.42	5	3.6	0	-1	
264_638_746	DRD2	decoy	P14416	0.18	0.168	0.006	0.572	28.26	5	4.7	0	-1	
286_439_557	TLR2	receptor	O60603	0.337	0.306	0.02	0.841	23.51	5	7.1	0	-1	
286_439_557	CXCR4	receptor	P61073	0.205	0.168	0.041	0.68	26.59	5	3.5	0	-1	
286_439_557	DRD2	decoy	P14416	0.159	0.136	0.014	0.551	28.12	5	4.8	0	-1	
286_208_838	FPR2	receptor	P25090	0.1	0.094	0.004	0.658	29.67	5	4.0	0	-1	
286_208_838	CCR6	receptor	P51684	0.118	0.101	0.019	0.598	28.49	5	4.3	0	-1	
286_208_838	ADRB2	decoy	P07550	0.149	0.129	0.017	0.609	27.44	5	4.9	0	-1	
267_544_914	EGFR	receptor	P00533	0.228	0.197	0.024	0.56	27.12	5	8.8	0	-1	
267_544_914	CCR6	receptor	P51684	0.243	0.232	0.009	0.669	25.63	5	4.0	0	-1	
267_544_914	DRD2	decoy	P14416	0.188	0.176	0.008	0.564	27.81	5	5.0	0	-1	
278_797_527	FPR1	receptor	P21462	0.19	0.161	0.029	0.705	26.05	5	3.7	0	-1	
278_797_527	ITGB7	receptor	P26010	0.243	0.217	0.031	0.578	28.36	5	10.3	0	-1	
278_797_527	ADRB2	decoy	P07550	0.121	0.099	0.015	0.643	29.34	5	4.7	0	-1	
269_997_741	EGFR	receptor	P00533	0.226	0.21	0.013	0.593	26.94	5	7.8	0	-1	
269_997_741	IL6R	receptor	P08887	0.294	0.226	0.053	0.666	25.43	5	3.6	0	-1	
269_997_741	ADRB2	decoy	P07550	0.111	0.108	0.003	0.653	29.54	5	4.2	0	-1	
286_246_009	EGFR	receptor	P00533	0.201	0.189	0.01	0.575	27.52	5	8.8	0	-1	
286_246_009	CCR6	receptor	P51684	0.122	0.1	0.016	0.638	28.92	5	3.8	0	-1	
286_246_009	LGR4	decoy	Q9BXB1	0.398	0.388	0.007	0.734	24.33	5	6.6	0	-1	
286_246_009	ITGB3	decoy	P05106	0.177	0.164	0.015	0.628	29.03	5	10.0	0	-1	
246_521_775	ITGB7	receptor	P26010	0.497	0.469	0.019	0.629	25.19	5	9.5	0	-1	
246_521_775	DRD2	decoy	P14416	0.494	0.464	0.018	0.604	22.83	5	4.4	0	-1	
282_766_827	FPR2	receptor	P25090	0.296	0.285	0.012	0.734	23.74	5	3.9	0	-1	
282_766_827	CCR6	receptor	P51684	0.186	0.167	0.017	0.608	27.5	5	4.0	0	-1	
282_766_827	LGR4	decoy	Q9BXB1	0.279	0.25	0.033	0.727	25.75	5	6.7	0	-1	
282_766_827	ITGB3	decoy	P05106	0.154	0.134	0.014	0.636	29.5	5	9.6	0	-1	
279_286_341	TLR2	receptor	O60603	0.322	0.296	0.024	0.835	24.02	5	7.6	0	-1	
279_286_341	INSR	decoy	P06213	0.329	0.297	0.023	0.529	28.86	5	11.4	0	-1	
279_286_341	ITGAV	decoy	P06756	0.334	0.315	0.013	0.65	27.29	5	18.5	0	-1	
283_662_443	ITGA4	receptor	P13612	0.413	0.379	0.042	0.611	26.67	5	17.2	0	-1	
283_662_443	LGR4	decoy	Q9BXB1	0.381	0.328	0.054	0.733	23.0	5	7.1	0	-1	
283_662_443	ITGB3	decoy	P05106	0.173	0.152	0.024	0.616	29.31	5	10.6	0	-1	
278_055_784	TLR2	receptor	O60603	0.249	0.233	0.017	0.833	25.96	5	7.0	0	-1	
278_055_784	IL6R	receptor	P08887	0.217	0.194	0.02	0.661	26.66	5	3.7	0	-1	
278_055_784	ADRB2	decoy	P07550	0.124	0.099	0.022	0.626	29.29	5	4.7	0	-1	
277_569_994	EGFR	receptor	P00533	0.18	0.161	0.017	0.552	28.44	5	8.9	0	-1	
277_569_994	ITGB7	receptor	P26010	0.2	0.173	0.016	0.59	29.09	5	10.8	0	-1	
277_569_994	INSR	decoy	P06213	0.247	0.211	0.042	0.535	28.49	5	12.1	0	-1	
277_569_994	ITGAV	decoy	P06756	0.26	0.242	0.012	0.64	28.45	5	17.6	0	-1	
272_664_908	ITGA4	receptor	P13612	0.308	0.291	0.014	0.615	27.91	5	17.7	0	-1	
272_664_908	ADRB2	decoy	P07550	0.118	0.103	0.012	0.632	29.64	5	4.6	0	-1	
094_056_496	EGFR	receptor	P00533	0.214	0.181	0.037	0.543	28.89	5	9.0	0	-1	
094_056_496	CCR6	receptor	P51684	0.505	0.363	0.156	0.609	25.46	5	4.1	0	-1	
094_056_496	DRD2	decoy	P14416	0.143	0.116	0.019	0.519	28.37	5	5.4	0	-1	
