query	target	pident	alnlen	evalue	bits	taxid	species	desc	genus
078_038_456	A0A6N2RBK4	67.1	70	2.8680000000000002e-21	97	105841	Anaerostipes caccae	tr|A0A6N2RBK4|A0A6N2RBK4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Anaerostipes caccae OX=105841 GN=ACLFYP115_00384 PE=4 SV=1	Anaerostipes
078_038_456	C0EE67	67.1	70	2.8680000000000002e-21	97	537013	[Clostridium] methylpentosum DSM 5476	tr|C0EE67|C0EE67_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=[Clostridium] methylpentosum DSM 5476 OX=537013 GN=CLOSTMETH_02147 PE=4 SV=1	[Clostridium]
078_038_456	A0A9Q7SWP8	67.1	70	2.8680000000000002e-21	97	1496	Clostridioides difficile	tr|A0A9Q7SWP8|A0A9Q7SWP8_CLODI Conjugative transposon protein OS=Clostridioides difficile OX=1496 GN=KRM00_001314 PE=4 SV=1	Clostridioides
078_038_456	A0A3E2VXQ9	67.1	70	2.8680000000000002e-21	97	1522	[Clostridium] innocuum	tr|A0A3E2VXQ9|A0A3E2VXQ9_CLOIN Conjugal transfer protein OS=Clostridium innocuum OX=1522 GN=DXA38_09030 PE=4 SV=1	[Clostridium]
078_038_456	A0AAX3GLB0	65.7	70	1.401e-20	95	1496	Clostridioides difficile	tr|A0AAX3GLB0|A0AAX3GLB0_CLODI Conjugative transposon protein OS=Clostridioides difficile OX=1496 GN=SAMEA1402406_01099 PE=4 SV=1	Clostridioides
078_038_456	A0A1M6RI12	68.5	70	1.925e-20	94	1121323	Anaerotignum lactatifermentans DSM 14214	tr|A0A1M6RI12|A0A1M6RI12_9FIRM Sporulation initiation factor Spo0A C terminal OS=Anaerotignum lactatifermentans DSM 14214 OX=1121323 GN=SAMN02745138_01543 PE=4 SV=1	Anaerotignum
078_038_456	A0A1Y4U4H9	68.5	70	3.631e-20	94	1965547	Lachnoclostridium sp. An118	tr|A0A1Y4U4H9|A0A1Y4U4H9_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnoclostridium sp. An118 OX=1965547 GN=B5E62_04000 PE=4 SV=1	Lachnoclostridium
078_038_456	A0A1Y4QBT6	68.5	70	3.631e-20	94	1965566	Erysipelatoclostridium sp. An15	tr|A0A1Y4QBT6|A0A1Y4QBT6_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Erysipelatoclostridium sp. An15 OX=1965566 GN=B5E92_14405 PE=4 SV=1	Erysipelatoclostridium
078_038_456	A0AAQ2ZN91	79.3	58	4.9870000000000004e-20	93	1496	Clostridioides difficile	tr|A0AAQ2ZN91|A0AAQ2ZN91_CLODI Conjugative transposon protein OS=Clostridioides difficile OX=1496 GN=SAMEA1402406_00280 PE=4 SV=1	Clostridioides
078_038_456	A0A1Y4SVY0	67.1	70	9.408000000000001e-20	93	1776392	Massilimicrobiota timonensis	tr|A0A1Y4SVY0|A0A1Y4SVY0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Massilimicrobiota timonensis OX=1776392 GN=B5E75_11715 PE=4 SV=1	Massilimicrobiota
078_038_456	A0A1Y3TE50	67.1	70	9.408000000000001e-20	93	1965658	Massilimicrobiota sp. An80	tr|A0A1Y3TE50|A0A1Y3TE50_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Massilimicrobiota sp. An80 OX=1965658 GN=B5G32_08690 PE=4 SV=1	Massilimicrobiota
078_038_456	A0AAX3GKA4	74.1	58	3.348e-19	91	1496	Clostridioides difficile	tr|A0AAX3GKA4|A0AAX3GKA4_CLODI Conjugative transposon protein OS=Clostridioides difficile OX=1496 GN=SAMEA1402406_01087 PE=4 SV=1	Clostridioides
078_038_456	A0A412I615	64.2	70	4.599e-19	91	2292232	Eubacterium sp. AF22-8LB	tr|A0A412I615|A0A412I615_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Eubacterium sp. AF22-8LB OX=2292232 GN=DWY01_01595 PE=4 SV=1	Eubacterium
078_038_456	A0A412IVW7	64.2	70	4.599e-19	91	1735	Holdemanella biformis	tr|A0A412IVW7|A0A412IVW7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Holdemanella biformis OX=1735 GN=DWX92_11285 PE=4 SV=1	Holdemanella
078_038_456	A0A1Y4NMC5	64.2	70	6.318e-19	90	1965569	Lachnoclostridium sp. An169	tr|A0A1Y4NMC5|A0A1Y4NMC5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnoclostridium sp. An169 OX=1965569 GN=B5F07_15385 PE=4 SV=1	Lachnoclostridium
078_038_456	A0A143Y1F9	64.2	70	6.318e-19	90	1780380	Eubacteriaceae bacterium CHKCI004	tr|A0A143Y1F9|A0A143Y1F9_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Eubacteriaceae bacterium CHKCI004 OX=1780380 GN=BN3660_03662 PE=4 SV=1	Eubacteriaceae
078_038_456	A0A1Y4W5C1	62.8	70	2.249e-18	89	1965540	Massilimicrobiota sp. An105	tr|A0A1Y4W5C1|A0A1Y4W5C1_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Massilimicrobiota sp. An105 OX=1965540 GN=B5E48_09150 PE=4 SV=1	Massilimicrobiota
078_038_456	D7GPY5	65.7	70	1.511e-17	86	245014	butyrate-producing bacterium SS3/4	tr|D7GPY5|D7GPY5_9FIRM Sporulation initiation factor Spo0A C terminal OS=butyrate-producing bacterium SS3/4 OX=245014 GN=CK3_34850 PE=4 SV=1	butyrate-producing
078_038_456	A0A381IAL1	85.4	48	2.076e-17	86	1496	Clostridioides difficile	tr|A0A381IAL1|A0A381IAL1_CLODI Uncharacterized protein OS=Clostridioides difficile OX=1496 GN=NCTC13307_02620 PE=4 SV=1	Clostridioides
078_038_456	A0A1Y4KUC4	64.1	67	2.852e-17	85	1965575	Lachnoclostridium sp. An181	tr|A0A1Y4KUC4|A0A1Y4KUC4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnoclostridium sp. An181 OX=1965575 GN=B5F18_11695 PE=4 SV=1	Lachnoclostridium
078_038_456	A0A3E4M2Q4	60.0	70	3.918e-17	85	39486	Dorea formicigenerans	tr|A0A3E4M2Q4|A0A3E4M2Q4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DW658_04265 PE=4 SV=1	Dorea
078_038_456	A0A4R3T6M7	61.4	70	3.918e-17	85	1796635	Longicatena caecimuris	tr|A0A4R3T6M7|A0A4R3T6M7_9FIRM Sporulation initiation factor Spo0A-like protein OS=Longicatena caecimuris OX=1796635 GN=EDD61_11913 PE=4 SV=1	Longicatena
078_038_456	A0A376H151	64.1	67	5.382e-17	85	1353	Enterococcus gallinarum	tr|A0A376H151|A0A376H151_ENTGA Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus gallinarum OX=1353 GN=NCTC12360_02537 PE=4 SV=1	Enterococcus
078_038_456	A0A564U9V7	60.0	70	5.382e-17	85	33039	[Ruminococcus] torques	tr|A0A564U9V7|A0A564U9V7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=[Ruminococcus] torques OX=33039 GN=RTSSTS7063_02194 PE=4 SV=1	[Ruminococcus]
078_038_456	A0A1C5T2W2	58.5	70	1.395e-16	83	165185	uncultured Eubacterium sp.	tr|A0A1C5T2W2|A0A1C5T2W2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=uncultured Eubacterium sp. OX=165185 GN=SAMEA3545253_01771 PE=4 SV=1	uncultured
078_038_456	A0A395XMP0	58.5	70	1.395e-16	83	39486	Dorea formicigenerans	tr|A0A395XMP0|A0A395XMP0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DW924_15325 PE=4 SV=1	Dorea
078_038_456	A0A174I3W8	58.5	70	1.395e-16	83	39488	Anaerobutyricum hallii	tr|A0A174I3W8|A0A174I3W8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Anaerobutyricum hallii OX=39488 GN=ERS852450_02452 PE=4 SV=1	Anaerobutyricum
078_038_456	A0A412EYK4	58.5	70	4.971e-16	82	39486	Dorea formicigenerans	tr|A0A412EYK4|A0A412EYK4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DWY33_11710 PE=4 SV=1	Dorea
078_038_456	A0A7X9GM14	74.0	54	8.672e-15	78	1898204	Clostridiaceae bacterium	tr|A0A7X9GM14|A0A7X9GM14_9CLOT Uncharacterized protein OS=Clostridiaceae bacterium OX=1898204 GN=GX957_13810 PE=4 SV=1	Clostridiaceae
078_038_456	K1TYT0	90.0	40	1.192e-14	78	408170	human gut metagenome	tr|K1TYT0|K1TYT0_9ZZZZ Uncharacterized protein OS=human gut metagenome OX=408170 GN=LEA_03737 PE=4 SV=1	human
078_038_456	A0A564SWT2	55.8	68	1.637e-14	78	39486	Dorea formicigenerans	tr|A0A564SWT2|A0A564SWT2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DFSSTS7063_00854 PE=4 SV=1	Dorea
078_038_456	A0A7X9NQJ6	56.5	69	3.091e-14	77	44008	Enterococcus cecorum	tr|A0A7X9NQJ6|A0A7X9NQJ6_9ENTE Uncharacterized protein OS=Enterococcus cecorum OX=44008 GN=HF857_10355 PE=4 SV=1	Enterococcus
078_038_456	A0A564TTQ4	56.0	66	5.837e-14	76	88431	Dorea longicatena	tr|A0A564TTQ4|A0A564TTQ4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea longicatena OX=88431 GN=DLSSTS7063_01752 PE=4 SV=1	Dorea
078_038_456	A0A174FTF0	56.0	66	5.837e-14	76	410072	Coprococcus comes	tr|A0A174FTF0|A0A174FTF0_9FIRM Uncharacterized protein OS=Coprococcus comes OX=410072 GN=ERS852481_02280 PE=4 SV=1	Coprococcus
078_038_456	A0A1C5L1C3	56.0	66	5.837e-14	76	286138	uncultured Dorea sp.	tr|A0A1C5L1C3|A0A1C5L1C3_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=uncultured Dorea sp. OX=286138 GN=SAMEA3545334_00153 PE=4 SV=1	uncultured
078_038_456	C0BFH2	56.0	66	5.837e-14	76	470146	Coprococcus comes ATCC 27758	tr|C0BFH2|C0BFH2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Coprococcus comes ATCC 27758 OX=470146 GN=COPCOM_03939 PE=4 SV=1	Coprococcus
078_038_456	A0A3E4E4V8	56.0	66	5.837e-14	76	39491	Agathobacter rectalis	tr|A0A3E4E4V8|A0A3E4E4V8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Agathobacter rectalis OX=39491 GN=DWV45_13935 PE=4 SV=1	Agathobacter
078_038_456	A0A174DBP6	56.0	66	5.837e-14	76	418240	Blautia wexlerae	tr|A0A174DBP6|A0A174DBP6_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia wexlerae OX=418240 GN=ERS852478_02162 PE=4 SV=1	Blautia
078_038_456	A0A391P191	56.0	66	5.837e-14	76	2316025	Mediterraneibacter butyricigenes	tr|A0A391P191|A0A391P191_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter butyricigenes OX=2316025 GN=KGMB01110_14730 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A412J4J5	56.0	66	5.837e-14	76	1735	Holdemanella biformis	tr|A0A412J4J5|A0A412J4J5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Holdemanella biformis OX=1735 GN=DW907_05915 PE=4 SV=1	Holdemanella
078_038_456	A0A395XLK9	56.0	66	5.837e-14	76	39486	Dorea formicigenerans	tr|A0A395XLK9|A0A395XLK9_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DW885_11025 PE=4 SV=1	Dorea
078_038_456	B0G8Y6	56.0	66	5.837e-14	76	411461	Dorea formicigenerans ATCC 27755	tr|B0G8Y6|B0G8Y6_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans ATCC 27755 OX=411461 GN=DORFOR_02747 PE=4 SV=1	Dorea
078_038_456	B0G8Z0	56.0	66	8.02e-14	76	411461	Dorea formicigenerans ATCC 27755	tr|B0G8Z0|B0G8Z0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans ATCC 27755 OX=411461 GN=DORFOR_02751 PE=4 SV=1	Dorea
078_038_456	A0A1Y4QRX8	52.8	70	8.02e-14	76	44008	Enterococcus cecorum	tr|A0A1Y4QRX8|A0A1Y4QRX8_9ENTE Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus cecorum OX=44008 GN=B5E88_11895 PE=4 SV=1	Enterococcus
078_038_456	A0A8B3RW81	52.8	70	8.02e-14	76	1351	Enterococcus faecalis	tr|A0A8B3RW81|A0A8B3RW81_ENTFL Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus faecalis OX=1351 GN=EU507_08135 PE=4 SV=1	Enterococcus
078_038_456	S1QW97	52.8	70	8.02e-14	76	1121864	Enterococcus cecorum DSM 20682 = ATCC 43198	tr|S1QW97|S1QW97_9ENTE Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus cecorum DSM 20682 = ATCC 43198 OX=1121864 GN=OMO_00785 PE=4 SV=1	Enterococcus
078_038_456	A0A376H016	52.8	70	8.02e-14	76	1353	Enterococcus gallinarum	tr|A0A376H016|A0A376H016_ENTGA Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus gallinarum OX=1353 GN=NCTC12360_00913 PE=4 SV=1	Enterococcus
078_038_456	A0A417QHQ5	56.0	66	1.102e-13	75	2293100	Dorea sp. OM07-5	tr|A0A417QHQ5|A0A417QHQ5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea sp. OM07-5 OX=2293100 GN=DXC04_10195 PE=4 SV=1	Dorea
078_038_456	A0AA86JWK0	60.3	58	2.081e-13	74	137838	Clostridium neonatale	tr|A0AA86JWK0|A0AA86JWK0_9CLOT Conjugative transposon protein OS=Clostridium neonatale OX=137838 GN=CNEO2_960010 PE=4 SV=1	Clostridium
078_038_456	A0A4P8IE74	50.0	70	2.081e-13	74	1229621	Anaerostipes rhamnosivorans	tr|A0A4P8IE74|A0A4P8IE74_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Anaerostipes rhamnosivorans OX=1229621 GN=AR1Y2_1671 PE=4 SV=1	Anaerostipes
078_038_456	A0A4Q8U003	54.5	66	1.02e-12	72	2527876	Mediterraneibacter sp. gm002	tr|A0A4Q8U003|A0A4Q8U003_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter sp. gm002 OX=2527876 GN=EYA86_05725 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A174GLX4	54.5	66	1.02e-12	72	88431	Dorea longicatena	tr|A0A174GLX4|A0A174GLX4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea longicatena OX=88431 GN=ERS852408_02564 PE=4 SV=1	Dorea
078_038_456	A0A494ZVL2	54.5	66	1.02e-12	72	2448031	Ruminococcus sp. B05	tr|A0A494ZVL2|A0A494ZVL2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Ruminococcus sp. B05 OX=2448031 GN=D8Q48_04380 PE=4 SV=1	Ruminococcus
078_038_456	A0A8D9P973	95.0	40	2.647e-12	71	1916321	Candidatus Gastranaerophilales bacterium HUM_5	tr|A0A8D9P973|A0A8D9P973_9BACT Uncharacterized protein (Fragment) OS=Candidatus Gastranaerophilales bacterium HUM_5 OX=1916321 GN=CPT87_08940 PE=4 SV=1	Candidatus
078_038_456	A0A9X8XGS8	89.4	38	9.444e-12	70	119602	Streptococcus dysgalactiae subsp. equisimilis	tr|A0A9X8XGS8|A0A9X8XGS8_STREQ Uncharacterized protein OS=Streptococcus dysgalactiae subsp. equisimilis OX=119602 GN=NCTC11564_00011 PE=4 SV=1	Streptococcus
078_038_456	A0A9D2PHG6	48.5	70	1.653e-10	66	2838462	Candidatus Anaerostipes avistercoris	tr|A0A9D2PHG6|A0A9D2PHG6_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Candidatus Anaerostipes avistercoris OX=2838462 GN=H9754_01895 PE=4 SV=1	Candidatus
078_038_456	A0AB35UUI7	49.2	65	3.124e-10	65	1034346	Dielma fastidiosa	tr|A0AB35UUI7|A0AB35UUI7_9FIRM Uncharacterized protein OS=Dielma fastidiosa OX=1034346 GN=MQE39_15885 PE=4 SV=1	Dielma
078_038_456	A0A7G9GRV0	49.2	65	3.124e-10	65	2764325	[Eubacterium] hominis	tr|A0A7G9GRV0|A0A7G9GRV0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=[Eubacterium] hominis OX=2764325 GN=H9Q80_06165 PE=4 SV=1	[Eubacterium]
078_038_456	A0A3E4UT34	47.6	65	8.115e-10	64	33038	Mediterraneibacter gnavus	tr|A0A3E4UT34|A0A3E4UT34_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=DXC31_17690 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A3E5G3S3	47.6	65	8.115e-10	64	88431	Dorea longicatena	tr|A0A3E5G3S3|A0A3E5G3S3_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea longicatena OX=88431 GN=DXB16_14885 PE=4 SV=1	Dorea
078_038_456	A0A6N9JZA1	46.1	65	1.116e-09	64	88431	Dorea longicatena	tr|A0A6N9JZA1|A0A6N9JZA1_9FIRM Uncharacterized protein OS=Dorea longicatena OX=88431 GN=GT576_16005 PE=4 SV=1	Dorea
078_038_456	A7B4F1	46.1	65	1.116e-09	64	411470	Mediterraneibacter gnavus ATCC 29149	tr|A7B4F1|A7B4F1_MEDG7 Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) OX=411470 GN=RUMGNA_02435 PE=4 SV=1	Mediterraneibacter
078_038_456	D4MYL7	46.1	65	1.116e-09	64	649756	Anaerostipes hadrus	tr|D4MYL7|D4MYL7_ANAHA Uncharacterized protein OS=Anaerostipes hadrus OX=649756 GN=CL2_06660 PE=4 SV=1	Anaerostipes
078_038_456	A0A373UNX7	42.8	70	1.534e-09	63	2293129	Roseburia sp. AF20-18LB	tr|A0A373UNX7|A0A373UNX7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Roseburia sp. AF20-18LB OX=2293129 GN=DWX65_07785 PE=4 SV=1	Roseburia
078_038_456	A0A415YDI3	42.8	70	1.534e-09	63	2292902	Lachnospiraceae bacterium AM10-38	tr|A0A415YDI3|A0A415YDI3_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium AM10-38 OX=2292902 GN=DW127_08465 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A412BQ72	42.8	70	1.534e-09	63	33038	Mediterraneibacter gnavus	tr|A0A412BQ72|A0A412BQ72_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=DWY88_16445 PE=4 SV=1	Mediterraneibacter
078_038_456	F3ASQ8	42.8	70	2.108e-09	63	665950	Lachnospiraceae bacterium 3_1_46FAA	tr|F3ASQ8|F3ASQ8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium 3_1_46FAA OX=665950 GN=HMPREF1025_00813 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A372UCT9	42.8	70	2.108e-09	63	2302974	Lachnospiraceae bacterium AM25-17	tr|A0A372UCT9|A0A372UCT9_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium AM25-17 OX=2302974 GN=DW669_14805 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A174BB70	42.8	70	2.108e-09	63	418240	Blautia wexlerae	tr|A0A174BB70|A0A174BB70_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia wexlerae OX=418240 GN=ERS852478_01557 PE=4 SV=1	Blautia
078_038_456	A0A415VZF4	42.8	70	2.108e-09	63	2292903	Lachnospiraceae bacterium AM21-21	tr|A0A415VZF4|A0A415VZF4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium AM21-21 OX=2292903 GN=DW246_11535 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A174QMH0	42.8	70	2.108e-09	63	649756	Anaerostipes hadrus	tr|A0A174QMH0|A0A174QMH0_ANAHA Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Anaerostipes hadrus OX=649756 GN=ERS852520_02020 PE=4 SV=1	Anaerostipes
078_038_456	A0A174FWG7	42.8	70	2.108e-09	63	40520	Blautia obeum	tr|A0A174FWG7|A0A174FWG7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia obeum OX=40520 GN=ERS852476_03172 PE=4 SV=1	Blautia
078_038_456	A0A6L8XUD4	42.8	70	2.108e-09	63	418240	Blautia wexlerae	tr|A0A6L8XUD4|A0A6L8XUD4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia wexlerae OX=418240 GN=GT712_11215 PE=4 SV=1	Blautia
078_038_456	A0A1Y4W7A7	49.2	65	2.108e-09	63	1965540	Massilimicrobiota sp. An105	tr|A0A1Y4W7A7|A0A1Y4W7A7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Massilimicrobiota sp. An105 OX=1965540 GN=B5E48_07610 PE=4 SV=1	Massilimicrobiota
078_038_456	A0A844KAZ4	42.8	70	2.108e-09	63	592978	Mediterraneibacter faecis	tr|A0A844KAZ4|A0A844KAZ4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter faecis OX=592978 GN=GMD21_02815 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A412N9W6	42.8	70	2.108e-09	63	33038	Mediterraneibacter gnavus	tr|A0A412N9W6|A0A412N9W6_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=DW243_17115 PE=4 SV=1	Mediterraneibacter
078_038_456	E9RXZ4	42.8	70	2.108e-09	63	658656	Lachnospiraceae bacterium 6_1_37FAA	tr|E9RXZ4|E9RXZ4_9FIRM Uncharacterized protein OS=Lachnospiraceae bacterium 6_1_37FAA OX=658656 GN=HMPREF0490_02427 PE=4 SV=1	Lachnospiraceae
078_038_456	Q2PJT4	49.2	65	2.898e-09	63	1352	Enterococcus faecium	tr|Q2PJT4|Q2PJT4_ENTFC Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Enterococcus faecium OX=1352 PE=4 SV=1	Enterococcus
078_038_456	A0A9E1E5J9	91.6	36	3.985e-09	62	1898203	Lachnospiraceae bacterium	tr|A0A9E1E5J9|A0A9E1E5J9_9FIRM Uncharacterized protein OS=Lachnospiraceae bacterium OX=1898203 GN=KHZ72_10250 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A3A6FCJ1	44.2	70	3.985e-09	62	2302972	Lachnospiraceae bacterium AM25-39	tr|A0A3A6FCJ1|A0A3A6FCJ1_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium AM25-39 OX=2302972 GN=DW684_15375 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A416ZL83	49.2	65	3.985e-09	62	2292979	Blautia sp. AM47-4	tr|A0A416ZL83|A0A416ZL83_9FIRM Uncharacterized protein OS=Blautia sp. AM47-4 OX=2292979 GN=DW965_14250 PE=4 SV=1	Blautia
078_038_456	A0A414M4Z0	49.2	65	3.985e-09	62	39491	Agathobacter rectalis	tr|A0A414M4Z0|A0A414M4Z0_9FIRM Uncharacterized protein OS=Agathobacter rectalis OX=39491 GN=DW703_07505 PE=4 SV=1	Agathobacter
078_038_456	A0A416RX96	49.2	65	3.985e-09	62	2292962	Blautia sp. AF19-13LB	tr|A0A416RX96|A0A416RX96_9FIRM Uncharacterized protein OS=Blautia sp. AF19-13LB OX=2292962 GN=DWX32_16835 PE=4 SV=1	Blautia
078_038_456	A0A3E4GR61	49.2	65	3.985e-09	62	410072	Coprococcus comes	tr|A0A3E4GR61|A0A3E4GR61_9FIRM Uncharacterized protein OS=Coprococcus comes OX=410072 GN=DXD67_06860 PE=4 SV=1	Coprococcus
078_038_456	A0A1Y4SA39	47.6	65	5.478e-09	62	1965557	Massilimicrobiota sp. An134	tr|A0A1Y4SA39|A0A1Y4SA39_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Massilimicrobiota sp. An134 OX=1965557 GN=B5E79_11375 PE=4 SV=1	Massilimicrobiota
078_038_456	A0A395YAC1	44.2	70	7.531e-09	61	2292346	Dorea sp. AM58-8	tr|A0A395YAC1|A0A395YAC1_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea sp. AM58-8 OX=2292346 GN=DXA18_14630 PE=4 SV=1	Dorea
078_038_456	A0A1Y3SPC1	47.6	65	1.035e-08	61	1965659	Blautia sp. An81	tr|A0A1Y3SPC1|A0A1Y3SPC1_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia sp. An81 OX=1965659 GN=B5G33_16840 PE=4 SV=1	Blautia
078_038_456	A0A1Y4KSG4	47.6	65	1.035e-08	61	1965575	Lachnoclostridium sp. An181	tr|A0A1Y4KSG4|A0A1Y4KSG4_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnoclostridium sp. An181 OX=1965575 GN=B5F18_12120 PE=4 SV=1	Lachnoclostridium
078_038_456	A0AAJ1AXV0	46.1	65	1.957e-08	60	33038	Mediterraneibacter gnavus	tr|A0AAJ1AXV0|A0AAJ1AXV0_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=LIQ10_08210 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A1M6VB58	51.7	58	1.957e-08	60	1121950	Hespellia stercorisuis DSM 15480	tr|A0A1M6VB58|A0A1M6VB58_9FIRM Sporulation initiation factor Spo0A C terminal OS=Hespellia stercorisuis DSM 15480 OX=1121950 GN=SAMN02745243_03729 PE=4 SV=1	Hespellia
078_038_456	A0AAU8Z079	42.8	70	2.691e-08	60	1491	Clostridium botulinum	tr|A0AAU8Z079|A0AAU8Z079_CLOBO Uncharacterized protein OS=Clostridium botulinum OX=1491 GN=C3B64_11290 PE=4 SV=1	Clostridium
078_038_456	A0A373DHF0	46.1	65	2.691e-08	60	2305244	Lachnospiraceae bacterium OF11-28	tr|A0A373DHF0|A0A373DHF0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium OF11-28 OX=2305244 GN=DXB03_00965 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A396QAS5	44.6	65	5.088e-08	59	2292273	Lachnospiraceae bacterium OF09-33XD	tr|A0A396QAS5|A0A396QAS5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium OF09-33XD OX=2292273 GN=DXA96_17930 PE=4 SV=1	Lachnospiraceae
